"Identity","SamAccountName","DisplayName","ObjectClass","EmployeeId","EmployeeNumber","UserPrincipalName","Mail","Department","Title","Company","Office","AccountEnabled","Manager","ManagerLevel1","ManagerLevel2","ObsPath","ObsAttribute","DistinguishedName"
"LAB\SSUser00159","SSUser00159","ShareSurfer User 00159","user","E0000159","0000159","SSUser00159@example.test","","","","","","True","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.MKT.UNIT081","info","CN=ShareSurfer User 00159,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0159-Readers","SS-ENT-0159-Readers","SS-ENT-0159-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0159.READ","info","CN=SS-ENT-0159-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00160","SSUser00160","ShareSurfer User 00160","user","E0000160","0000160","SSUser00160@example.test","","","","","","True","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.RISK.UNIT091","info","CN=ShareSurfer User 00160,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0160-Readers","SS-ENT-0160-Readers","SS-ENT-0160-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0160.READ","info","CN=SS-ENT-0160-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00161","SSUser00161","ShareSurfer User 00161","user","E0000161","0000161","SSUser00161@example.test","","","","","","True","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.FIN.UNIT101","info","CN=ShareSurfer User 00161,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0161-Readers","SS-ENT-0161-Readers","SS-ENT-0161-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0161.READ","info","CN=SS-ENT-0161-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00162","SSUser00162","ShareSurfer User 00162","user","E0000162","0000162","SSUser00162@example.test","","","","","","True","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.ENG.UNIT111","info","CN=ShareSurfer User 00162,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0162-Readers","SS-ENT-0162-Readers","SS-ENT-0162-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0162.READ","info","CN=SS-ENT-0162-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00163","SSUser00163","ShareSurfer User 00163","user","E0000163","0000163","SSUser00163@example.test","","","","","","True","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.OPS.UNIT121","info","CN=ShareSurfer User 00163,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0163-Readers","SS-ENT-0163-Readers","SS-ENT-0163-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0163.READ","info","CN=SS-ENT-0163-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00164","SSUser00164","ShareSurfer User 00164","user","E0000164","0000164","SSUser00164@example.test","","","","","","True","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.HR.UNIT131","info","CN=ShareSurfer User 00164,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0164-Readers","SS-ENT-0164-Readers","SS-ENT-0164-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0164.READ","info","CN=SS-ENT-0164-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00165","SSUser00165","ShareSurfer User 00165","user","E0000165","0000165","SSUser00165@example.test","","","","","","True","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.LEGAL.UNIT141","info","CN=ShareSurfer User 00165,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0165-Readers","SS-ENT-0165-Readers","SS-ENT-0165-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0165.READ","info","CN=SS-ENT-0165-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00166","SSUser00166","ShareSurfer User 00166","user","E0000166","0000166","SSUser00166@example.test","","","","","","True","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.SALES.UNIT151","info","CN=ShareSurfer User 00166,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0166-Readers","SS-ENT-0166-Readers","SS-ENT-0166-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0166.READ","info","CN=SS-ENT-0166-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00167","SSUser00167","ShareSurfer User 00167","user","E0000167","0000167","SSUser00167@example.test","","","","","","True","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.MKT.UNIT161","info","CN=ShareSurfer User 00167,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0167-Readers","SS-ENT-0167-Readers","SS-ENT-0167-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0167.READ","info","CN=SS-ENT-0167-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00168","SSUser00168","ShareSurfer User 00168","user","E0000168","0000168","SSUser00168@example.test","","","","","","True","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.RISK.UNIT171","info","CN=ShareSurfer User 00168,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0168-Readers","SS-ENT-0168-Readers","SS-ENT-0168-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0168.READ","info","CN=SS-ENT-0168-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00169","SSUser00169","ShareSurfer User 00169","user","E0000169","0000169","SSUser00169@example.test","","","","","","True","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.FIN.UNIT181","info","CN=ShareSurfer User 00169,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0169-Readers","SS-ENT-0169-Readers","SS-ENT-0169-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0169.READ","info","CN=SS-ENT-0169-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00170","SSUser00170","ShareSurfer User 00170","user","E0000170","0000170","SSUser00170@example.test","","","","","","True","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.ENG.UNIT191","info","CN=ShareSurfer User 00170,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0170-Readers","SS-ENT-0170-Readers","SS-ENT-0170-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0170.READ","info","CN=SS-ENT-0170-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00171","SSUser00171","ShareSurfer User 00171","user","E0000171","0000171","SSUser00171@example.test","","","","","","True","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.OPS.UNIT201","info","CN=ShareSurfer User 00171,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0171-Readers","SS-ENT-0171-Readers","SS-ENT-0171-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0171.READ","info","CN=SS-ENT-0171-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00172","SSUser00172","ShareSurfer User 00172","user","E0000172","0000172","SSUser00172@example.test","","","","","","True","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.HR.UNIT211","info","CN=ShareSurfer User 00172,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0172-Readers","SS-ENT-0172-Readers","SS-ENT-0172-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0172.READ","info","CN=SS-ENT-0172-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00173","SSUser00173","ShareSurfer User 00173","user","E0000173","0000173","SSUser00173@example.test","","","","","","True","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.LEGAL.UNIT221","info","CN=ShareSurfer User 00173,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0173-Readers","SS-ENT-0173-Readers","SS-ENT-0173-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0173.READ","info","CN=SS-ENT-0173-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00174","SSUser00174","ShareSurfer User 00174","user","E0000174","0000174","SSUser00174@example.test","","","","","","True","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.SALES.UNIT231","info","CN=ShareSurfer User 00174,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0174-Readers","SS-ENT-0174-Readers","SS-ENT-0174-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0174.READ","info","CN=SS-ENT-0174-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00175","SSUser00175","ShareSurfer User 00175","user","E0000175","0000175","SSUser00175@example.test","","","","","","True","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.MKT.UNIT241","info","CN=ShareSurfer User 00175,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0175-Readers","SS-ENT-0175-Readers","SS-ENT-0175-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0175.READ","info","CN=SS-ENT-0175-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00176","SSUser00176","ShareSurfer User 00176","user","E0000176","0000176","SSUser00176@example.test","","","","","","True","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.RISK.UNIT001","info","CN=ShareSurfer User 00176,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0176-Readers","SS-ENT-0176-Readers","SS-ENT-0176-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0176.READ","info","CN=SS-ENT-0176-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00177","SSUser00177","ShareSurfer User 00177","user","E0000177","0000177","SSUser00177@example.test","","","","","","True","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.FIN.UNIT011","info","CN=ShareSurfer User 00177,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0177-Readers","SS-ENT-0177-Readers","SS-ENT-0177-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0177.READ","info","CN=SS-ENT-0177-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00178","SSUser00178","ShareSurfer User 00178","user","E0000178","0000178","SSUser00178@example.test","","","","","","True","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.ENG.UNIT021","info","CN=ShareSurfer User 00178,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0178-Readers","SS-ENT-0178-Readers","SS-ENT-0178-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0178.READ","info","CN=SS-ENT-0178-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00179","SSUser00179","ShareSurfer User 00179","user","E0000179","0000179","SSUser00179@example.test","","","","","","True","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.OPS.UNIT031","info","CN=ShareSurfer User 00179,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0179-Readers","SS-ENT-0179-Readers","SS-ENT-0179-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0179.READ","info","CN=SS-ENT-0179-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00180","SSUser00180","ShareSurfer User 00180","user","E0000180","0000180","SSUser00180@example.test","","","","","","True","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.HR.UNIT041","info","CN=ShareSurfer User 00180,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0180-Readers","SS-ENT-0180-Readers","SS-ENT-0180-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0180.READ","info","CN=SS-ENT-0180-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00181","SSUser00181","ShareSurfer User 00181","user","E0000181","0000181","SSUser00181@example.test","","","","","","True","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.LEGAL.UNIT051","info","CN=ShareSurfer User 00181,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0181-Readers","SS-ENT-0181-Readers","SS-ENT-0181-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0181.READ","info","CN=SS-ENT-0181-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00182","SSUser00182","ShareSurfer User 00182","user","E0000182","0000182","SSUser00182@example.test","","","","","","True","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.SALES.UNIT061","info","CN=ShareSurfer User 00182,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0182-Readers","SS-ENT-0182-Readers","SS-ENT-0182-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0182.READ","info","CN=SS-ENT-0182-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00183","SSUser00183","ShareSurfer User 00183","user","E0000183","0000183","SSUser00183@example.test","","","","","","True","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.MKT.UNIT071","info","CN=ShareSurfer User 00183,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0183-Readers","SS-ENT-0183-Readers","SS-ENT-0183-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0183.READ","info","CN=SS-ENT-0183-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00184","SSUser00184","ShareSurfer User 00184","user","E0000184","0000184","SSUser00184@example.test","","","","","","True","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.RISK.UNIT081","info","CN=ShareSurfer User 00184,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0184-Readers","SS-ENT-0184-Readers","SS-ENT-0184-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0184.READ","info","CN=SS-ENT-0184-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00185","SSUser00185","ShareSurfer User 00185","user","E0000185","0000185","SSUser00185@example.test","","","","","","True","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.FIN.UNIT091","info","CN=ShareSurfer User 00185,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0185-Readers","SS-ENT-0185-Readers","SS-ENT-0185-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0185.READ","info","CN=SS-ENT-0185-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00186","SSUser00186","ShareSurfer User 00186","user","E0000186","0000186","SSUser00186@example.test","","","","","","True","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.ENG.UNIT101","info","CN=ShareSurfer User 00186,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0186-Readers","SS-ENT-0186-Readers","SS-ENT-0186-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0186.READ","info","CN=SS-ENT-0186-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00187","SSUser00187","ShareSurfer User 00187","user","E0000187","0000187","SSUser00187@example.test","","","","","","True","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.OPS.UNIT111","info","CN=ShareSurfer User 00187,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0187-Readers","SS-ENT-0187-Readers","SS-ENT-0187-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0187.READ","info","CN=SS-ENT-0187-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00188","SSUser00188","ShareSurfer User 00188","user","E0000188","0000188","SSUser00188@example.test","","","","","","True","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.HR.UNIT121","info","CN=ShareSurfer User 00188,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0188-Readers","SS-ENT-0188-Readers","SS-ENT-0188-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0188.READ","info","CN=SS-ENT-0188-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00189","SSUser00189","ShareSurfer User 00189","user","E0000189","0000189","SSUser00189@example.test","","","","","","True","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.LEGAL.UNIT131","info","CN=ShareSurfer User 00189,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0189-Readers","SS-ENT-0189-Readers","SS-ENT-0189-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0189.READ","info","CN=SS-ENT-0189-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00190","SSUser00190","ShareSurfer User 00190","user","E0000190","0000190","SSUser00190@example.test","","","","","","True","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.SALES.UNIT141","info","CN=ShareSurfer User 00190,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0190-Readers","SS-ENT-0190-Readers","SS-ENT-0190-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0190.READ","info","CN=SS-ENT-0190-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00191","SSUser00191","ShareSurfer User 00191","user","E0000191","0000191","SSUser00191@example.test","","","","","","True","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.MKT.UNIT151","info","CN=ShareSurfer User 00191,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0191-Readers","SS-ENT-0191-Readers","SS-ENT-0191-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0191.READ","info","CN=SS-ENT-0191-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00192","SSUser00192","ShareSurfer User 00192","user","E0000192","0000192","SSUser00192@example.test","","","","","","True","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.RISK.UNIT161","info","CN=ShareSurfer User 00192,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0192-Readers","SS-ENT-0192-Readers","SS-ENT-0192-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0192.READ","info","CN=SS-ENT-0192-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00193","SSUser00193","ShareSurfer User 00193","user","E0000193","0000193","SSUser00193@example.test","","","","","","True","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.FIN.UNIT171","info","CN=ShareSurfer User 00193,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0193-Readers","SS-ENT-0193-Readers","SS-ENT-0193-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0193.READ","info","CN=SS-ENT-0193-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00194","SSUser00194","ShareSurfer User 00194","user","E0000194","0000194","SSUser00194@example.test","","","","","","True","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.ENG.UNIT181","info","CN=ShareSurfer User 00194,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0194-Readers","SS-ENT-0194-Readers","SS-ENT-0194-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0194.READ","info","CN=SS-ENT-0194-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00195","SSUser00195","ShareSurfer User 00195","user","E0000195","0000195","SSUser00195@example.test","","","","","","True","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.OPS.UNIT191","info","CN=ShareSurfer User 00195,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0195-Readers","SS-ENT-0195-Readers","SS-ENT-0195-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0195.READ","info","CN=SS-ENT-0195-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
